,area_type,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
10403,Super built-up  Area,Murugeshpalya,1600.0,2.0,1.0,65.0,3,4062.5
10404,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.25,3,6608.788093550674
10405,Built-up  Area,Rayasandra,3600.0,5.0,3.0,145.0,5,4027.777777777778
10406,Super built-up  Area,Jalahalli,2404.0,3.0,2.0,138.0,3,5740.432612312812
10409,Built-up  Area,Doddathoguru,1208.0,3.0,1.0,45.0,3,3725.1655629139073
10411,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,69.84,2,5701.224489795918
10412,Super built-up  Area,Hebbal,1162.0,2.0,1.0,69.0,2,5938.037865748709
10413,Super built-up  Area,Thanisandra,1262.0,2.0,1.0,65.0,3,5150.5546751188585
10414,Super built-up  Area,Konanakunte Cross,1050.0,2.0,2.0,35.0,2,3333.3333333333335
10415,Built-up  Area,Electronic City Phase II,1160.0,2.0,1.0,33.51,2,2888.793103448276
10416,Plot  Area,Channasandra,1500.0,3.0,1.0,61.95,3,4130.0
10417,Super built-up  Area,Vaderahalli,1610.0,3.0,3.0,85.0,3,5279.503105590062
10418,Super built-up  Area,Whitefield,1340.0,2.0,2.0,41.0,2,3059.7014925373132
10419,Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,182.0,3,8000.0
10420,Super built-up  Area,Budigere,1162.0,2.0,1.0,58.0,2,4991.394148020654
10421,Built-up  Area,Manorayana Palya,1500.0,2.0,0.0,145.0,2,9666.666666666666
10422,Plot  Area,Hiremath Layout,3150.0,3.0,1.0,135.0,4,4285.714285714285
10423,Super built-up  Area,Hosa Road,1170.0,2.0,2.0,65.0,2,5555.555555555556
10424,Super built-up  Area,Sarjapur  Road,980.0,2.0,1.0,25.0,2,2551.0204081632655
10425,Built-up  Area,Channasandra,1800.0,3.0,2.0,60.0,3,3333.3333333333335
10426,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3,5040.758959943781
10427,Super built-up  Area,Kaggadasapura,1106.0,2.0,3.0,40.0,2,3616.6365280289333
10428,Built-up  Area,Kereguddadahalli,1105.0,2.0,2.0,27.6,2,2497.737556561086
10430,Super built-up  Area,Tirumanahalli,1255.0,2.0,1.0,56.7,2,4517.92828685259
10431,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,65.0,3,4262.295081967213
10432,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.065032987748
10433,Plot  Area,Hoskote near,600.0,2.0,2.0,29.5,2,4916.666666666667
10434,Super built-up  Area,Electronic City Phase II,1400.0,2.0,2.0,40.45,3,2889.2857142857147
10435,Super built-up  Area,Domlur,2100.0,3.0,2.0,145.0,3,6904.761904761905
10436,Super built-up  Area,Electronic City,660.0,1.0,1.0,16.5,2,2500.0
10437,Built-up  Area,Kengeri,633.0,1.0,1.0,18.0,2,2843.6018957345973
10438,Super built-up  Area,Indira Nagar,1260.0,2.0,3.0,120.0,2,9523.809523809523
10439,Super built-up  Area,ITPL,907.0,2.0,0.0,55.43,2,6111.35611907387
10440,Super built-up  Area,Hennur Road,2047.0,3.0,2.0,67.55,3,3299.9511480214946
10441,Built-up  Area,"Haralur Road, ",2597.0,4.0,3.0,189.0,4,7277.628032345014
10442,Built-up  Area,Bellandur,1211.0,2.0,1.0,63.0,2,5202.312138728324
10443,Super built-up  Area,Hennur Road,1904.0,3.0,2.0,129.0,3,6775.210084033613
10444,Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2,6130.290456431535
10445,Super built-up  Area,Yeshwanthpur,1164.0,2.0,2.0,64.08,2,5505.154639175258
10446,Super built-up  Area,Mahaganapathy Nagar,1410.0,2.0,2.0,73.0,2,5177.304964539007
10447,Built-up  Area,Green View Layout,1150.0,2.0,1.0,42.0,2,3652.1739130434785
10448,Super built-up  Area,Udayapur Village,1170.0,2.0,2.0,53.11,2,4539.316239316239
10449,Built-up  Area,Hennur,1420.0,2.0,1.0,62.0,2,4366.197183098591
10450,Super built-up  Area,Panathur,1125.0,2.0,2.0,45.0,2,4000.0
10451,Built-up  Area,NRI Layout,1789.0,3.0,3.0,75.0,3,4192.286193404137
10452,Super built-up  Area,Hulimavu,1021.0,2.0,1.0,76.0,2,7443.682664054848
10453,Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2,2500.0
10454,Super built-up  Area,Kalena Agrahara,1222.0,2.0,3.0,48.0,2,3927.986906710311
10455,Super built-up  Area,Hennur Road,1981.0,3.0,1.0,134.0,3,6764.260474507824
10456,Built-up  Area,Yelachenahalli,1103.0,2.0,2.0,55.0,2,4986.400725294651
10457,Super built-up  Area,Adugodi,1201.0,2.0,1.0,65.0,2,5412.156536219817
10458,Super built-up  Area,Sarjapur  Road,970.0,2.0,1.0,36.0,2,3711.340206185567
10459,Super built-up  Area,Sarjapur,920.0,2.0,2.0,33.0,2,3586.9565217391305
10460,Super built-up  Area,Yeshwanthpur,1520.0,3.0,3.0,85.0,3,5592.105263157895
10462,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,75.0,3,5914.826498422713
10463,Super built-up  Area,Thippasandra,660.0,1.0,0.0,30.0,1,4545.454545454545
10464,Super built-up  Area,Harlur,1755.0,3.0,2.0,115.0,3,6552.706552706552
10465,Super built-up  Area,Hoskote,945.0,2.0,1.0,35.0,2,3703.703703703704
10466,Carpet  Area,8th Phase JP Nagar,500.0,1.0,1.0,33.0,1,6600.0
10467,Super built-up  Area,Harlur,2820.0,4.0,0.0,153.5,4,5443.262411347518
10468,Built-up  Area,Bommenahalli,1632.0,3.0,0.0,140.0,4,8578.43137254902
10469,Super built-up  Area,Rachenahalli,1167.0,2.0,2.0,37.5,2,3213.367609254499
10470,Super built-up  Area,Domlur,1276.0,2.0,2.0,80.0,2,6269.592476489028
10471,Built-up  Area,Thanisandra,1234.0,2.0,2.0,51.0,2,4132.90113452188
10472,Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2,6355.932203389831
10473,Super built-up  Area,ISRO Layout,1370.0,2.0,2.0,87.0,3,6350.36496350365
10474,Super built-up  Area,Chandapura,1015.0,2.0,2.0,25.88,2,2549.753694581281
10476,Built-up  Area,Electronic City,1400.0,3.0,1.0,90.0,3,6428.571428571428
10477,Plot  Area,Whitefield,1500.0,6.0,3.0,155.0,5,10333.333333333334
10478,Plot  Area,Bagalakunte,1050.0,2.0,0.0,40.0,2,3809.5238095238096
10479,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,46.0,2,3677.0583533173462
10480,Super built-up  Area,Yeshwanthpur,1677.0,3.0,2.0,92.13,3,5493.738819320215
10481,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,67.38,2,5005.94353640416
10482,Built-up  Area,Electronic City Phase II,1090.0,2.0,1.0,31.48,2,2888.0733944954127
10484,Super built-up  Area,Kanakapura,1290.0,2.0,3.0,51.1,3,3961.2403100775196
10486,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3,7708.665603402445
10487,Super built-up  Area,Garudachar Palya,1150.0,2.0,2.0,52.0,2,4521.739130434783
10490,Super built-up  Area,Kanakpura Road,1200.0,2.0,2.0,42.0,3,3500.0
10493,Built-up  Area,Austin Town,950.0,2.0,0.0,65.0,2,6842.105263157895
10494,Built-up  Area,Bommasandra Industrial Area,1491.0,3.0,3.0,40.5,3,2716.2977867203217
10495,Super built-up  Area,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2,4920.0
10496,Super built-up  Area,Hoodi,1660.0,3.0,2.0,131.0,3,7891.566265060241
10497,Super built-up  Area,Nagavarapalya,1134.0,2.0,2.0,55.0,2,4850.088183421517
10498,Built-up  Area,Hebbal,1100.0,2.0,1.0,60.0,2,5454.545454545455
10500,Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
10502,Plot  Area,kg halli jalhalli west,980.0,3.0,1.0,80.0,3,8163.265306122449
10503,Super built-up  Area,Vasatha Vallbha Nagar,1080.0,2.0,1.0,37.8,2,3499.9999999999995
10504,Super built-up  Area,CV Raman Nagar,705.0,2.0,1.0,50.0,1,7092.198581560284
10505,Super built-up  Area,BAGUR ROAD,1200.0,2.0,2.0,35.0,3,2916.6666666666665
10506,Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2,4166.666666666667
10507,Super built-up  Area,Talaghattapura,1804.0,3.0,2.0,127.0,3,7039.911308203991
10508,Built-up  Area,Sidedahalli,750.0,2.0,0.0,20.0,2,2666.6666666666665
10510,Built-up  Area,Malleshwaram,2800.0,4.0,2.0,252.0,4,9000.0
10511,Super built-up  Area,Battarahalli,1090.0,2.0,2.0,38.37,2,3520.1834862385317
10513,Built-up  Area,Electronic City,1287.0,3.0,1.0,55.0,3,4273.504273504273
10514,Super built-up  Area,Thigalarapalya,2215.0,4.0,2.0,157.0,3,7088.03611738149
10516,Built-up  Area,Sarjapur  Road,1045.0,2.0,2.0,42.15,2,4033.492822966507
10517,Super built-up  Area,Hormavu,1263.0,2.0,1.0,47.36,2,3749.802058590657
10518,Super built-up  Area,Whitefield,1431.0,3.0,2.0,85.0,3,5939.902166317261
10519,Super built-up  Area,Dommasandra,999.0,2.0,2.0,32.9,2,3293.293293293293
10520,Super built-up  Area,Vittasandra,1650.0,3.0,2.0,85.5,3,5181.818181818182
10521,Super built-up  Area,Lavakusha Nagar,1535.0,3.0,1.0,72.0,3,4690.553745928339
10522,Super built-up  Area,Marathahalli,2524.0,5.0,2.0,180.0,4,7131.537242472266
10523,Super built-up  Area,Kanakpura Road,1300.0,3.0,2.0,69.0,3,5307.692307692308
10525,Super built-up  Area,7th Phase JP Nagar,2095.0,3.0,2.0,150.0,3,7159.904534606205
10527,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
10528,Super built-up  Area,Nallurhalli,1265.0,2.0,2.0,68.0,2,5375.494071146245
10529,Super built-up  Area,Kudlu Gate,1215.0,2.0,1.0,44.96,2,3700.411522633745
10530,Plot  Area,Yelahanka New Town,2200.0,2.0,0.0,180.0,2,8181.818181818182
10531,Built-up  Area,Electronics City Phase 1,1028.0,2.0,1.0,51.0,2,4961.089494163424
10532,Super built-up  Area,Hegde Nagar,1835.0,2.0,2.0,92.0,3,5013.623978201635
10533,Super built-up  Area,Munnekollal,1800.0,3.0,3.0,65.0,3,3611.1111111111113
10534,Super built-up  Area,1st Phase JP Nagar,2077.0,3.0,3.0,175.0,3,8425.613866153106
10535,Plot  Area,Sarjapur  Road,2880.0,3.0,2.0,211.0,4,7326.388888888889
10537,Super built-up  Area,Dasanapura,708.0,2.0,1.0,31.15,2,4399.717514124294
10538,Super built-up  Area,Basavangudi,1200.0,2.0,3.0,120.0,2,10000.0
10539,Built-up  Area,Hosakerehalli,925.0,2.0,1.0,46.25,2,5000.0
10540,Built-up  Area,Bannerghatta Road,2826.0,3.0,1.0,148.0,3,5237.0842179759375
10541,Carpet  Area,Kanakpura Road,458.0,1.0,0.0,33.66,1,7349.344978165938
10542,Built-up  Area,Annasandrapalya,3500.0,4.0,0.0,150.0,4,4285.714285714285
10543,Plot  Area,Bileshivale,5400.0,4.0,2.0,250.0,4,4629.62962962963
10545,Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3,6206.896551724138
10546,Super built-up  Area,Kasavanhalli,1100.0,2.0,1.0,65.0,2,5909.090909090909
10547,Super built-up  Area,Kadubeesanahalli,1185.0,2.0,3.0,55.0,2,4641.350210970464
10548,Built-up  Area,9th Phase JP Nagar,1900.0,4.0,2.0,80.0,4,4210.526315789473
10549,Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2,5833.333333333333
10550,Super built-up  Area,Shettigere,660.0,1.0,1.0,35.0,1,5303.030303030303
10551,Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3,6302.083333333333
10553,Built-up  Area,Sarjapur  Road,3418.0,2.0,2.0,222.0,4,6495.026331187829
10554,Super built-up  Area,1st Phase JP Nagar,4550.0,2.0,1.0,240.0,4,5274.725274725275
10555,Super built-up  Area,Bhoganhalli,1205.0,2.0,1.0,68.32,2,5669.709543568464
10556,Super built-up  Area,Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335
10557,Super built-up  Area,Akshaya Nagar,1421.0,2.0,2.0,73.0,3,5137.227304714989
10558,Super built-up  Area,6th Phase JP Nagar,1250.0,3.0,3.0,48.9,3,3912.0
10559,Super built-up  Area,Whitefield,524.0,1.0,1.0,29.0,1,5534.3511450381675
10560,Built-up  Area,HSR Layout,4200.0,5.0,2.0,245.0,5,5833.333333333333
10561,Super built-up  Area,Thubarahalli,1540.0,3.0,2.0,90.0,3,5844.1558441558445
10562,Super built-up  Area,Sarjapur  Road,984.0,2.0,1.0,45.91,2,4665.650406504065
10563,Super built-up  Area,Rachenahalli,985.0,2.0,1.0,50.17,2,5093.401015228426
10564,Built-up  Area,Whitefield,2830.0,4.0,3.0,161.0,4,5689.04593639576
10565,Super built-up  Area,Byrasandra,1140.0,2.0,3.0,60.0,2,5263.1578947368425
10566,Built-up  Area,5th Block Hbr Layout,3600.0,5.0,3.0,130.0,5,3611.1111111111113
10567,Super built-up  Area,Begur Road,1410.0,2.0,3.0,44.42,3,3150.354609929078
10568,Super built-up  Area,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3,5058.823529411765
10569,Super built-up  Area,Devanahalli,1360.0,2.0,0.0,62.425,2,4590.073529411765
10571,Super built-up  Area,Dasarahalli,1333.0,2.0,1.0,86.65,2,6500.375093773443
10572,Super built-up  Area,Electronic City,1258.0,2.0,1.0,85.5,2,6796.502384737679
10573,Super built-up  Area,Dodda Nekkundi Extension,1458.0,2.0,2.0,87.0,3,5967.078189300411
10574,Built-up  Area,Electronic City,1386.0,2.0,1.0,85.0,2,6132.7561327561325
10575,Built-up  Area,Electronic City Phase II,1140.0,2.0,1.0,32.92,2,2887.719298245614
10576,Built-up  Area, Electronic City,550.0,1.0,1.0,27.0,1,4909.090909090909
10577,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2,6916.666666666667
10578,Super built-up  Area,Belathur,1081.0,2.0,1.0,39.0,2,3607.7705827937093
10579,Super built-up  Area,Whitefield,2135.0,3.0,2.0,149.0,4,6978.922716627635
10580,Built-up  Area,Whitefield,2500.0,4.0,0.0,100.0,4,4000.0
10581,Super built-up  Area,Pampa Extension,1178.0,2.0,1.0,80.0,2,6791.171477079796
10582,Super built-up  Area, Devarachikkanahalli,991.0,2.0,2.0,40.0,2,4036.326942482341
10583,Super built-up  Area,Gottigere,1493.0,2.0,3.0,90.0,3,6028.131279303416
10584,Super built-up  Area,Subramanyapura,2495.0,3.0,3.0,130.0,3,5210.420841683367
10585,Super built-up  Area,Kammasandra,1080.0,2.0,1.0,31.99,2,2962.037037037037
10586,Super built-up  Area,Dasanapura,814.0,2.0,1.0,53.0,2,6511.056511056511
10587,Super built-up  Area,Electronic City,1025.0,2.0,1.0,50.0,2,4878.048780487805
10588,Super built-up  Area,Bannerghatta Road,1115.0,2.0,1.0,61.0,2,5470.85201793722
10589,Super built-up  Area,Whitefield,3075.0,2.0,3.0,188.0,4,6113.821138211382
10591,Super built-up  Area,Whitefield,1760.0,3.0,2.0,160.0,3,9090.90909090909
10592,Super built-up  Area,Attur Layout,4000.0,8.0,1.0,150.0,7,3750.0
10595,Super built-up  Area,Hanumanth Nagar,1175.0,2.0,2.0,52.86,2,4498.723404255319
10596,Super built-up  Area,Hebbal,4235.0,5.0,3.0,364.0,4,8595.04132231405
10597,Super built-up  Area,KR Puram,1100.0,2.0,2.0,45.0,2,4090.909090909091
10599,Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2,3500.0
10600,Super built-up  Area,6th Phase JP Nagar,1810.0,3.0,3.0,131.0,3,7237.5690607734805
10601,Super built-up  Area,Gunjur Palya,1426.0,2.0,3.0,71.0,3,4978.962131837307
10602,Built-up  Area,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3,8125.0
10603,Built-up  Area,Kalyan nagar,1100.0,2.0,1.0,70.0,2,6363.636363636364
10604,Super built-up  Area,Electronic City Phase II,650.0,1.0,1.0,35.0,1,5384.615384615385
10605,Super built-up  Area,Old Madras Road,1350.0,3.0,2.0,47.25,3,3500.0
10606,Super built-up  Area,Kaikondrahalli,900.0,2.0,1.0,27.0,2,3000.0
10607,Super built-up  Area,Billekahalli,1360.0,2.0,3.0,110.0,2,8088.235294117647
10608,Super built-up  Area,Yeshwanthpur,674.0,1.0,1.0,36.85,1,5467.359050445104
10609,Super built-up  Area,Whitefield,1655.0,3.0,2.0,110.0,3,6646.525679758308
10610,Plot  Area,Cholanayakanahalli,1300.0,2.0,2.0,95.0,2,7307.692307692308
10611,Built-up  Area,"Panathur Road, ",936.0,1.0,0.0,53.0,1,5662.393162393162
10612,Super built-up  Area,Kaverappa Layout,1277.0,2.0,2.0,92.0,2,7204.385277995301
10613,Super built-up  Area,Gkvk Layout,1200.0,2.0,1.0,54.0,2,4500.0
10614,Super built-up  Area,Hormavu,1015.0,2.0,1.0,39.08,2,3850.246305418719
10615,Super built-up  Area,Budigere,1153.0,2.0,2.0,60.0,2,5203.816131830009
10616,Super built-up  Area,Kengeri,1035.0,2.0,1.0,51.5,2,4975.84541062802
10617,Built-up  Area,KR Puram,3300.0,3.0,1.0,255.0,5,7727.272727272727
10618,Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,46.0,2,4000.0
10619,Super built-up  Area,Malleshwaram,1020.0,2.0,1.0,80.0,2,7843.137254901961
10620,Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,212.5,4,5720.053835800808
10621,Super built-up  Area,8th Phase JP Nagar,1160.0,2.0,1.0,95.0,2,8189.6551724137935
10622,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,31.0,3,2883.720930232558
10623,Built-up  Area,Brookefield,1225.0,2.0,2.0,72.0,2,5877.551020408163
10625,Plot  Area,Vivek Nagar,1600.0,2.0,1.0,160.0,2,10000.0
10627,Built-up  Area,Nagappa Reddy Layout,1350.0,3.0,2.0,60.0,3,4444.444444444444
10628,Super built-up  Area,Kanakpura Road,1300.0,3.0,1.0,69.0,3,5307.692307692308
10629,Super built-up  Area,Channasandra,830.0,2.0,1.0,36.28,2,4371.084337349397
10630,Super built-up  Area,Hennur Road,1155.0,2.0,1.0,69.18,2,5989.6103896103905
10632,Super built-up  Area,Jalahalli,905.0,2.0,2.0,55.0,2,6077.348066298343
10633,Super built-up  Area,Vijayanagar,1375.0,2.0,0.0,75.0,3,5454.545454545455
10635,Super built-up  Area,Electronic City,1140.0,2.0,2.0,33.84,2,2968.421052631579
10636,Super built-up  Area,Hormavu,1550.0,2.0,2.0,60.0,3,3870.967741935484
10637,Super built-up  Area,Kannamangala,957.0,2.0,1.0,55.0,2,5747.126436781609
10638,Built-up  Area,9th Phase JP Nagar,890.0,2.0,2.0,45.0,2,5056.179775280899
10639,Super built-up  Area,KR Puram,3000.0,4.0,2.0,235.0,4,7833.333333333333
10640,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2,5140.186915887851
10641,Plot  Area,Bendiganahalli,2400.0,5.0,1.0,150.0,5,6250.0
10643,Super built-up  Area,Rachenahalli,925.0,2.0,1.0,37.0,2,4000.0
10644,Built-up  Area,Kammasandra,1415.0,2.0,2.0,60.0,2,4240.282685512368
10646,Super built-up  Area,Thanisandra,1225.0,2.0,1.0,37.0,2,3020.408163265306
10647,Built-up  Area,Hennur Road,2000.0,4.0,0.0,90.0,4,4500.0
10648,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.0,1,6785.714285714285
10650,Super built-up  Area,Thanisandra,1732.0,3.0,1.0,112.0,3,6466.512702078522
10651,Plot  Area,Parappana Agrahara,1200.0,1.0,0.0,45.0,1,3750.0
10652,Super built-up  Area,Bhoganhalli,1260.0,2.0,1.0,69.9,2,5547.619047619049
10653,Super built-up  Area,Doddanakundi Industrial Area 2,1092.0,2.0,1.0,49.0,2,4487.179487179487
10654,Super built-up  Area,Kachanayakanahalli,827.0,2.0,0.0,34.0,2,4111.24546553809
10655,Super built-up  Area,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2,3979.3662490788506
10656,Super built-up  Area,Chamrajpet,650.0,1.0,1.0,40.0,2,6153.846153846154
10657,Super built-up  Area,7th Phase JP Nagar,1370.0,2.0,1.0,54.79,3,3999.2700729927005
10658,Super built-up  Area,Whitefield,1725.0,3.0,2.0,106.0,3,6144.927536231884
10659,Built-up  Area,Jalahalli,1000.0,2.0,0.0,70.0,2,7000.0
10660,Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1,4074.074074074074
10662,Super built-up  Area,Bellandur,1717.0,3.0,2.0,110.0,3,6406.523005241701
10663,Super built-up  Area,Kanakpura Road,700.0,2.0,1.0,34.0,2,4857.142857142857
10664,Super built-up  Area,Shanthi Pura,800.0,2.0,1.0,32.0,2,4000.0
10666,Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,65.0,3,4593.639575971732
10667,Super built-up  Area,7th Phase JP Nagar,1976.0,3.0,1.0,145.0,3,7338.056680161943
10668,Super built-up  Area,Kambipura,883.0,2.0,1.0,37.01,2,4191.392978482446
10669,Super built-up  Area,Yelahanka,700.0,1.0,1.0,38.0,1,5428.571428571428
10670,Super built-up  Area,Sarjapur,1445.0,3.0,1.0,50.0,3,3460.2076124567475
10671,Super built-up  Area,Battarahalli,2082.0,3.0,2.0,104.0,3,4995.1969260326605
10672,Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2,4035.0877192982457
10673,Super built-up  Area,Thanisandra,933.0,2.0,1.0,66.0,2,7073.954983922829
10675,Built-up  Area,Electronic City Phase II,1155.0,2.0,1.0,57.0,2,4935.064935064935
10676,Super built-up  Area,Whitefield,1130.0,2.0,1.0,36.0,2,3185.8407079646017
10677,Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2,6100.0
10678,Super built-up  Area,Basaveshwara Nagar Yelahanka,1055.0,2.0,1.0,43.0,2,4075.829383886256
10679,Super built-up  Area,Rajaji Nagar,1555.0,3.0,2.0,125.0,3,8038.585209003216
10680,Super built-up  Area,Bellandur,1420.0,3.0,2.0,62.0,3,4366.197183098591
10682,Super built-up  Area,Devanahalli,658.0,1.0,1.0,26.91,1,4089.665653495441
10683,Carpet  Area,Bhoganhalli,896.9,2.0,1.0,78.74,2,8779.128107927305
10685,Built-up  Area,KR Puram,1035.0,2.0,2.0,40.0,2,3864.7342995169083
10687,Super built-up  Area,Keshava Nagar,1839.0,3.0,3.0,160.0,3,8700.380641653072
10688,Super built-up  Area,Begur Road,1200.0,2.0,2.0,44.0,2,3666.6666666666665
10689,Built-up  Area,Yelahanka New Town,488.0,1.0,1.0,20.0,1,4098.360655737705
10691,Built-up  Area,Sampangirama Nagar,2760.0,5.0,2.0,140.0,5,5072.463768115942
10692,Super built-up  Area,Gunjur Palya,993.0,2.0,2.0,42.0,2,4229.607250755287
10693,Super built-up  Area,Hoodi,1225.0,2.0,1.0,45.0,2,3673.469387755102
10694,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.111111111111
10696,Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2,3878.787878787879
10697,Super built-up  Area,Bellandur,3596.0,4.0,2.0,359.0,4,9983.314794215796
10699,Super built-up  Area,Electronic City Phase II,1800.0,3.0,3.0,92.0,3,5111.111111111111
10701,Super built-up  Area,Kanakpura Road,1167.0,2.0,1.0,63.0,2,5398.457583547558
10702,Super built-up  Area,Sarjapur,1150.0,2.0,1.0,41.0,2,3565.217391304348
10703,Super built-up  Area,Byatarayanapura,650.0,1.0,1.0,50.0,1,7692.307692307692
10704,Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1,4000.0
10705,Plot  Area,Doctor Layout Rayasandra,2260.0,3.0,1.0,90.0,2,3982.3008849557523
10706,Super built-up  Area,Anwar Layout,720.0,1.0,0.0,32.39,1,4498.611111111111
10708,Super built-up  Area,Yelahanka New Town,1100.0,2.0,1.0,58.0,2,5272.727272727273
10710,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,58.0,3,4360.902255639097
10713,Super built-up  Area,Ullal Uppanagar,2400.0,5.0,2.0,75.0,6,3125.0
10714,Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3,6101.6949152542375
10715,Super built-up  Area,Prithvi Layout,2100.0,3.0,3.0,125.0,3,5952.380952380952
10716,Super built-up  Area,Pai Layout,1000.0,2.0,3.0,42.0,2,4200.0
10718,Plot  Area,Ramamurthy Nagar,2916.0,5.0,1.0,230.0,4,7887.517146776406
10719,Super built-up  Area,Kanakpura Road,1419.59,2.0,1.0,65.0,3,4578.786832817927
10720,Super built-up  Area,Kodihalli,1400.0,3.0,2.0,81.0,3,5785.714285714285
10721,Built-up  Area,Horamavu Agara,750.0,2.0,1.0,37.49,2,4998.666666666667
10722,Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2,8130.841121495327
10723,Super built-up  Area,Kannamangala,1536.0,3.0,1.0,107.0,3,6966.145833333333
10725,Carpet  Area,JP Nagar,2400.0,3.0,3.0,196.0,3,8166.666666666667
10726,Super built-up  Area,Sarjapur  Road,1773.5,2.0,2.0,102.92,3,5803.213983648154
10727,Super built-up  Area,Electronic City,1342.0,2.0,1.0,72.0,2,5365.126676602086
10728,Super built-up  Area,Chandra Layout,1600.0,3.0,2.0,130.0,3,8125.0
10729,Super built-up  Area,Kanakapura,938.0,1.0,1.0,50.0,1,5330.490405117271
10730,Super built-up  Area,Budigere,1820.0,3.0,2.0,99.0,3,5439.56043956044
10731,Super built-up  Area,Bhoganhalli,2439.0,4.0,3.0,170.0,4,6970.069700697007
10732,Super built-up  Area,Kanakpura Road,1665.0,3.0,2.0,78.0,3,4684.684684684685
10733,Super built-up  Area,Basavangudi,1850.0,3.0,2.0,150.0,3,8108.108108108108
10734,Built-up  Area,Bommanahalli,1091.0,2.0,1.0,40.0,2,3666.3611365719526
10735,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
10737,Built-up  Area,Brookefield,3675.0,4.0,3.0,176.0,4,4789.115646258503
10738,Super built-up  Area,JP Nagar,1060.0,2.0,2.0,33.95,2,3202.8301886792456
10739,Built-up  Area,Whitefield,1059.0,2.0,1.0,57.0,2,5382.43626062323
10740,Super built-up  Area,Hebbal,1299.0,2.0,1.0,97.0,2,7467.282525019245
10741,Super built-up  Area,Yelahanka,1491.0,3.0,2.0,85.0,3,5700.871898054997
10742,Built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2,7083.333333333333
10743,Built-up  Area,Yelahanka,2088.0,5.0,0.0,110.0,4,5268.199233716475
10744,Super built-up  Area,Hulimavu,581.0,1.0,1.0,29.0,1,4991.394148020654
10745,Super built-up  Area, Devarabeesana Halli,1296.0,2.0,2.0,70.0,2,5401.234567901234
10746,Super built-up  Area,Doctors Layout,1125.0,2.0,1.0,55.0,2,4888.888888888889
10747,Built-up  Area,Electronic City,1275.0,3.0,1.0,70.0,3,5490.196078431372
10748,Super built-up  Area,Kothanur,1095.0,2.0,2.0,55.0,2,5022.83105022831
10749,Plot  Area,Sarjapur  Road,10000.0,4.0,2.0,975.0,5,9750.0
10750,Super built-up  Area,Old Madras Road,1330.0,2.0,2.0,74.0,2,5563.909774436091
10751,Super built-up  Area,Marathahalli,1135.0,2.0,2.0,60.0,2,5286.343612334802
10752,Super built-up  Area,Whitefield,516.0,1.0,1.0,39.0,1,7558.139534883721
10753,Super built-up  Area,Doddanakundi Industrial Area 2,1194.0,2.0,1.0,51.0,2,4271.356783919598
